Farm size (litres),Region,Solids profile,Seasonality,Price option,Attribute,Months,Value
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Jul-Aug,7.023466887
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Jul-Aug,49.08421806
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Mar-Jun,7.149708667
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Mar-Jun,53.66523528
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Season,6.738571977
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Season,48.22344561
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Sep-Nov,6.193235776
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Sep-Nov,42.65319964
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Dec-Feb,6.63148663
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Dec-Feb,46.91688269
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Jul-Aug,7.041561007
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Jul-Aug,49.2103443
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Mar-Jun,7.169991145
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Mar-Jun,53.81727928
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Season,6.759328413
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Season,48.37198552
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Sep-Nov,6.214147286
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Sep-Nov,42.79713132
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Dec-Feb,6.688478117
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Dec-Feb,47.32019194
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Jul-Aug,7.092598145
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Jul-Aug,49.56704085
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Mar-Jun,7.221551206
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Mar-Jun,54.20460972
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Season,6.813908125
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Season,48.76257596
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,$/kgMS,Sep-Nov,6.271929144
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,c/litre,Sep-Nov,43.19490554
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.722341035
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,47.5592406
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,7.140342847
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,49.90083276
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.25517525
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,54.45655108
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.848318763
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,49.00882984
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.301926606
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,43.40149902
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.760824857
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,47.83116135
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,7.170286119
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,50.11004939
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.294367844
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,54.75146603
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.887369407
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,49.22801235
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.345224655
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,43.69969106
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.481445478
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,45.85605125
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,6.893826804
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,48.17841894
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.016059873
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,52.66136011
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.61842192
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,47.30568911
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.056166168
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,41.70893656
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.496099303
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,45.95964617
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,6.909039567
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,48.28471559
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.030673455
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,52.77106401
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.63316545
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,47.41106965
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.070876709
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,41.81024856
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.539423943
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,46.26594454
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,6.953382921
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,48.59454441
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.078621835
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,53.13094009
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.680388228
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,47.74859816
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.122627771
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,42.16666079
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.571128472
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,46.49012045
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,6.986002447
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,48.82246055
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.104770102
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,53.32726129
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.70952204
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,47.95683436
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.151050881
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,42.36244877
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.60853315
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,46.75456946
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,7.024171465
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,49.08914705
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.141192975
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,53.60064931
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.745929886
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,48.21706229
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.185448932
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,42.5993126
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.631567349
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,46.91744398
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,7.047853269
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,49.2546134
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.164297571
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,53.77408886
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.769203735
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,48.38341395
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.208922651
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,42.76097587
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Dec-Feb,6.69306009
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Dec-Feb,47.35222666
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Jul-Aug,7.103856217
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Jul-Aug,49.64554125
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Mar-Jun,7.224917757
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Mar-Jun,54.22911642
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Season,6.829890716
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Season,48.8171789
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,$/kgMS,Sep-Nov,6.27178741
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,c/litre,Sep-Nov,43.19392644
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.722390363
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,52.56585557
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,7.140695135
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,55.15627592
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.253255552
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,60.17252743
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.860248785
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,49.03416558
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.301816369
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,47.96923618
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.758837447
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,52.85070284
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,7.17814747
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,55.44550297
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.294379278
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,60.51369678
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.900214927
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,54.18141588
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.345158513
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,48.29915354
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.498582356
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,50.81424843
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.898252332
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,53.28298109
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.004328874
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,58.10730739
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.53854051
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,51.3414997
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.092547057
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,46.37636567
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.511565703
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,50.91529854
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.90616012
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,53.34396775
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.013453083
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,58.18301217
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.550945287
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,51.43890367
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.108478776
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,46.49777196
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.559342656
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,51.2886842
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.952128412
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,53.69875822
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.061202733
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,58.57916414
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.600782947
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,51.83023569
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.162669797
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,46.91036362
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.587893424
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,51.51147731
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,6.980539794
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,53.91828845
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.086689284
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,58.79061709
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.626065675
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,52.02875907
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.183833416
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,47.07144923
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.622200678
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,51.77972056
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,7.015327655
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,54.1868327
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.121687196
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,59.08096233
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.6643191
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,52.32913011
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.229125078
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,47.41626623
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.655645313
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,52.04114236
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,7.050447965
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,54.45805451
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.155910391
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,59.36490676
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.696101892
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,52.57869286
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.256826504
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,47.62678338
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Dec-Feb,6.69035086
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Dec-Feb,52.31244871
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Jul-Aug,7.088504171
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Jul-Aug,54.7520562
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Mar-Jun,7.190406148
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Mar-Jun,59.65108465
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Season,6.731372418
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Season,52.85564178
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,$/kgMS,Sep-Nov,6.292133008
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,c/litre,Sep-Nov,47.89574442
"500,000 to 750,000",Northern VIC,High,Average,Minimum,$/kgMS,Dec-Feb,6.729432801
"500,000 to 750,000",Northern VIC,High,Average,Minimum,c/litre,Dec-Feb,52.61804402
"500,000 to 750,000",Northern VIC,High,Average,Minimum,$/kgMS,Jul-Aug,7.134558332
"500,000 to 750,000",Northern VIC,High,Average,Minimum,c/litre,Jul-Aug,55.10793159
"500,000 to 750,000",Northern VIC,High,Average,Minimum,$/kgMS,Mar-Jun,7.230859529
"500,000 to 750,000",Northern VIC,High,Average,Minimum,c/litre,Mar-Jun,59.98669156
"500,000 to 750,000",Northern VIC,High,Average,Minimum,$/kgMS,Season,6.771874493
"500,000 to 750,000",Northern VIC,High,Average,Minimum,c/litre,Season,53.17366952
"500,000 to 750,000",Northern VIC,High,Average,Minimum,$/kgMS,Sep-Nov,6.33196559
"500,000 to 750,000",Northern VIC,High,Average,Minimum,c/litre,Sep-Nov,48.19892497
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Dec-Feb,6.767775285
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,c/litre,Dec-Feb,52.91754697
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Jul-Aug,7.168359731
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,c/litre,Jul-Aug,55.36874795
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Mar-Jun,7.265649257
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,c/litre,Mar-Jun,60.27577731
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Season,6.807736133
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,c/litre,Season,53.58774997
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Sep-Nov,6.367474988
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,c/litre,Sep-Nov,48.46907113
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Dec-Feb,6.504138253
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,c/litre,Dec-Feb,50.85931081
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Jul-Aug,6.912345596
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,c/litre,Jul-Aug,53.39252238
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Mar-Jun,7.028581259
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,c/litre,Mar-Jun,58.30855698
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Season,6.585606702
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,c/litre,Season,51.83923679
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Sep-Nov,6.087628058
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,c/litre,Sep-Nov,46.33885747
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Dec-Feb,6.514826097
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,c/litre,Dec-Feb,50.94261876
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Jul-Aug,6.921398165
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,c/litre,Jul-Aug,53.46244783
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Mar-Jun,7.037199498
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,c/litre,Mar-Jun,58.38005537
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Season,6.597657351
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,c/litre,Season,51.93409462
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,$/kgMS,Sep-Nov,6.105173143
"1,500,000 to 2,000,000",Northern VIC,High,Average,Minimum,c/litre,Sep-Nov,46.47243378
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Dec-Feb,6.566477075
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,c/litre,Dec-Feb,51.345941
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Jul-Aug,6.970606623
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,c/litre,Jul-Aug,53.84247227
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Mar-Jun,7.086441081
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,c/litre,Mar-Jun,58.78865451
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Season,6.647571008
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,c/litre,Season,52.32699478
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,$/kgMS,Sep-Nov,6.15454558
"2,000,000 to 2,500,000",Northern VIC,High,Average,Minimum,c/litre,Sep-Nov,46.84822982
