Farm size (litres),Region,Solids profile,Seasonality,Price option,Months,% of litres
"2,500,000 to 3,000,000",Northern VIC,Low,Batch,Minimum,Jun,0.070875494
"2,500,000 to 3,000,000",Northern VIC,Low,Batch,Minimum,Mar,0.088044139
"2,500,000 to 3,000,000",Northern VIC,Low,Batch,Minimum,May,0.086016687
"2,500,000 to 3,000,000",Northern VIC,Low,Batch,Minimum,Nov,0.094112315
"2,500,000 to 3,000,000",Northern VIC,Low,Batch,Minimum,Oct,0.095772798
"2,500,000 to 3,000,000",Northern VIC,Low,Batch,Minimum,Sep,0.0897166
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Apr,0.087944468
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Aug,0.074458081
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Dec,0.086900107
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Feb,0.080945572
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Jan,0.076293465
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Jul,0.068920272
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Jun,0.070875494
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Mar,0.088044139
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,May,0.086016687
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Nov,0.094112315
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Oct,0.095772798
"3,000,000 to 4,000,000",Northern VIC,Low,Batch,Minimum,Sep,0.0897166
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Apr,0.087944468
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Aug,0.074458081
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Dec,0.086900107
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Feb,0.080945572
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Jan,0.076293465
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Jul,0.068920272
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Jun,0.070875494
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Mar,0.088044139
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,May,0.086016687
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Nov,0.094112315
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Oct,0.095772798
"4,000,000 to 5,000,000",Northern VIC,Low,Batch,Minimum,Sep,0.0897166
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Apr,0.087944468
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Aug,0.074458081
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Dec,0.086900107
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Feb,0.080945572
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Jan,0.076293465
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Jul,0.068920272
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Jun,0.070875494
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Mar,0.088044139
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,May,0.086016687
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Nov,0.094112315
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Oct,0.095772798
"5,000,000 to 10,000,000",Northern VIC,Low,Batch,Minimum,Sep,0.0897166
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,May,0.08
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"500,000 to 750,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,May,0.08
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"750,000 to 1,000,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,May,0.08
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"1,000,000 to 1,500,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,May,0.08
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"1,500,000 to 2,000,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,May,0.08
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"2,000,000 to 2,500,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,May,0.08
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"2,500,000 to 3,000,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,May,0.08
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"3,000,000 to 4,000,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,May,0.08
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"4,000,000 to 5,000,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Apr,0.08
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Aug,0.083333333
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Dec,0.085
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Feb,0.08
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Jan,0.083333333
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Jul,0.08
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Jun,0.083333333
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Mar,0.079
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,May,0.08
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Nov,0.088
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Oct,0.09
"5,000,000 to 10,000,000",Northern VIC,Low,Flat,Minimum,Sep,0.088
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"500,000 to 750,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"750,000 to 1,000,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"1,000,000 to 1,500,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"1,500,000 to 2,000,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"2,000,000 to 2,500,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"2,500,000 to 3,000,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"3,000,000 to 4,000,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"4,000,000 to 5,000,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Apr,0.063320017
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Aug,0.069804451
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Dec,0.106211242
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Feb,0.067454644
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Jan,0.089009043
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Jul,0.058582231
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Jun,0.065945725
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Mar,0.064339948
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,May,0.06646744
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Nov,0.120254624
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Oct,0.123941267
"5,000,000 to 10,000,000",Northern VIC,High,Highly seasonal,Minimum,Sep,0.104669367
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Apr,0.070355574
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Aug,0.077560501
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Dec,0.096555675
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Feb,0.067454644
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Jan,0.084770517
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Jul,0.068920272
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Jun,0.071531338
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Mar,0.067726261
"500,000 to 750,000",Northern VIC,High,Average,Minimum,May,0.078196989
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Nov,0.104569239
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Oct,0.11267388
"500,000 to 750,000",Northern VIC,High,Average,Minimum,Sep,0.099685112
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Apr,0.070355574
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Aug,0.077560501
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Dec,0.096555675
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Feb,0.067454644
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Jan,0.084770517
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Jul,0.068920272
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Jun,0.071531338
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Mar,0.067726261
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,May,0.078196989
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Nov,0.104569239
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Oct,0.11267388
"750,000 to 1,000,000",Northern VIC,High,Average,Minimum,Sep,0.099685112
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,Apr,0.070355574
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,Aug,0.077560501
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,Dec,0.096555675
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,Feb,0.067454644
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,Jan,0.084770517
"1,000,000 to 1,500,000",Northern VIC,High,Average,Minimum,Jul,0.068920272
